,quarter,gdp_percentage_change_prev_q,fed_fund_rate,gov_effectiveness_perc_rank,PCECTPI,quarterly_fed_balance,Bond Rating,political_stability_perc_rank,producer_price,tax_rev_perc_gdp,employment_cost,unemployment_rate,federal_debt_FED_perc_gdp,federal_debt_foreign_investors,federal_debt_private_investors_perc_gdp
0,Q1-2001,1.3,5.597,..,75.012,-7483.666666666667,AA,..,137.76666666666668,11.8577047719749,84.7,4.233333333333333,5.00371,1012.5,27.62881
1,Q2-2001,5.0,4.326703296703297,..,75.363,64579.666666666664,A,..,136.23333333333335,11.8577047719749,85.5,4.4,5.04859,983.3,25.68733
2,Q3-2001,0.0,3.5015217391304345,..,75.401,-13889.666666666666,A,..,133.36666666666667,11.8577047719749,86.4,4.833333333333333,5.03962,992.2,26.22848
3,Q4-2001,2.4,2.130434782608696,..,75.432,-11785.333333333334,A,..,129.4,11.8577047719749,87.2,5.5,5.1752,1040.1,26.44819
4,Q1-2002,4.7,1.732888888888889,89.7297286987305,75.584,-32188.333333333332,A,53.9682540893555,128.9,9.86801667620084,87.9,5.7,5.33593,1057.2,26.42185
5,Q2-2002,3.9,1.7515384615384617,89.7297286987305,76.145,5203.333333333333,A,53.9682540893555,130.83333333333334,9.86801667620084,88.8,5.833333333333333,5.42551,1123.1,26.17507
6,Q3-2002,3.6,1.7408695652173911,89.7297286987305,76.539,-13826.666666666666,BBB,53.9682540893555,131.66666666666666,9.86801667620084,89.5,5.733333333333333,5.50071,1188.6,26.62773
7,Q4-2002,2.8,1.4442391304347826,89.7297286987305,76.896,-36078.666666666664,BBB,53.9682540893555,133.06666666666666,9.86801667620084,90.1,5.866666666666667,5.69004,1235.6,27.28851
8,Q1-2003,4.1,1.2496666666666667,89.7297286987305,77.484,-48302.333333333336,BBB,46.7336692810059,138.03333333333333,9.3906925792894,91.2,5.866666666666667,5.74094,1275.2,27.47418
9,Q2-2003,5.1,1.2467032967032967,89.7297286987305,77.562,-5523.666666666667,BBB,46.7336692810059,137.16666666666666,9.3906925792894,92.0,6.133333333333333,5.76428,1371.9,27.97459
10,Q3-2003,9.3,1.0168478260869565,89.7297286987305,78.073,-35808.333333333336,BBB,46.7336692810059,138.06666666666666,9.3906925792894,92.9,6.133333333333333,5.67233,1443.3,28.25273
11,Q4-2003,7.3,0.9967391304347828,89.7297286987305,78.457,-43385.333333333336,BBB,46.7336692810059,139.23333333333335,9.3906925792894,93.6,5.833333333333333,5.66333,1523.1,28.69379
12,Q1-2004,5.2,1.001868131868132,92.0398025512695,79.062,-57082.333333333336,BBB,37.3786392211914,142.20000000000002,9.53747079117008,94.6,5.7,5.65357,1670.0,29.37741
13,Q2-2004,6.5,1.0113186813186814,92.0398025512695,79.594,-8587.0,BBB,37.3786392211914,146.26666666666668,9.53747079117008,95.5,5.599999999999999,5.67498,1735.4,29.15507
14,Q3-2004,6.5,1.4307608695652174,92.0398025512695,79.985,-28560.333333333332,BBB,37.3786392211914,147.70000000000002,9.53747079117008,96.4,5.433333333333334,5.69104,1794.5,29.31337
15,Q4-2004,7.4,1.9498913043478256,92.0398025512695,80.669,-38783.0,BBB,37.3786392211914,150.53333333333333,9.53747079117008,97.1,5.433333333333334,5.72993,1849.3,29.45986
16,Q1-2005,7.9,2.4690000000000003,90.1960754394531,81.138,-59135.666666666664,BBB,43.6893196105957,152.06666666666666,10.6817329318669,98.0,5.3,5.61827,1952.0,30.19436
17,Q2-2005,5.0,2.941758241758241,90.1960754394531,81.65,14735.666666666666,BBB,43.6893196105957,154.53333333333333,10.6817329318669,98.6,5.1000000000000005,5.60798,1878.0,29.42893
18,Q3-2005,7.0,3.46,90.1960754394531,82.532,-23065.666666666668,BBB,43.6893196105957,158.70000000000002,10.6817329318669,99.3,4.966666666666667,5.60314,1930.0,29.40809
19,Q4-2005,5.6,3.978260869565217,90.1960754394531,83.189,-39794.0,BBB,43.6893196105957,164.29999999999998,10.6817329318669,100.1,4.966666666666667,5.58532,2034.0,29.80291
20,Q1-2006,8.5,4.454111111111112,90.7317047119141,83.621,-61184.666666666664,BBB,60.8695640563965,162.76666666666668,11.3104788990808,100.7,4.733333333333333,5.57755,2082.1,30.25187
21,Q2-2006,4.6,4.907582417582417,90.7317047119141,84.355,32150.333333333332,BBB,60.8695640563965,165.4,11.3104788990808,101.6,4.633333333333333,5.57243,1977.8,29.30761
22,Q3-2006,3.4,5.2453260869565215,90.7317047119141,84.962,-13904.666666666666,BBB,60.8695640563965,166.70000000000002,11.3104788990808,102.6,4.633333333333334,5.54354,2025.3,29.37379
23,Q4-2006,5.0,5.242934782608696,90.7317047119141,84.822,-26800.666666666668,BBB,60.8695640563965,164.13333333333333,11.3104788990808,103.4,4.433333333333334,5.54789,2103.1,29.36061
24,Q1-2007,5.1,5.254555555555556,93.2038803100586,85.597,-59342.333333333336,BBB,57.0048294067383,166.70000000000002,11.2899126640813,104.2,4.5,5.49324,2194.8,30.05912
25,Q2-2007,5.3,5.252417582417583,93.2038803100586,86.324,45818.666666666664,BBB,57.0048294067383,172.83333333333334,11.2899126640813,105.1,4.5,5.48879,2192.0,28.83333
26,Q3-2007,4.6,5.074347826086957,93.2038803100586,86.812,-13518.0,BBB,57.0048294067383,173.66666666666666,11.2899126640813,105.9,4.666666666666667,5.35288,2235.3,29.31657
27,Q4-2007,4.2,4.495652173913044,93.2038803100586,87.694,-35605.0,BBB,57.0048294067383,177.4333333333333,11.2899126640813,106.8,4.8,5.03294,2353.2,29.87212
28,Q1-2008,-0.2,3.1814285714285715,92.2330093383789,88.408,-68645.33333333333,BBB,66.8269195556641,183.86666666666667,10.2761880916694,107.6,5.0,4.01998,2506.3,32.25028
29,Q2-2008,4.4,2.0847252747252747,92.2330093383789,89.269,8967.333333333334,BBB,66.8269195556641,196.0,10.2761880916694,108.3,5.333333333333333,3.22084,2587.4,32.3308
30,Q3-2008,0.9,1.9406521739130436,92.2330093383789,90.221,-56315.666666666664,BBB,66.8269195556641,200.46666666666667,10.2761880916694,109.1,6.0,3.19887,2802.4,35.78764
31,Q4-2008,-7.6,0.5053260869565218,92.2330093383789,88.781,-110829.33333333333,BBB,66.8269195556641,178.03333333333333,10.2761880916694,109.6,6.866666666666667,3.25776,3077.2,40.34307
32,Q1-2009,-4.8,0.1844444444444444,90.4306182861328,88.181,-149635.0,BBB,61.6113739013672,169.53333333333333,7.90351709244059,109.9,8.266666666666667,3.41143,3265.7,43.94528
33,Q2-2009,-1.4,0.178021978021978,90.4306182861328,88.532,-101630.0,BBB,61.6113739013672,171.33333333333334,7.90351709244059,110.2,9.3,4.56498,3460.8,45.32642
34,Q3-2009,1.9,0.1543478260869565,90.4306182861328,89.142,-109814.0,BB,61.6113739013672,173.86666666666667,7.90351709244059,110.7,9.633333333333333,5.3236,3570.6,46.94273
35,Q4-2009,5.7,0.1183695652173913,90.4306182861328,89.83,-129353.33333333333,B,61.6113739013672,176.9,7.90351709244059,111.1,9.933333333333334,5.30057,3685.1,48.01229
36,Q1-2010,3.1,0.1338888888888889,91.8660278320312,90.177,-109643.33333333333,B,60.6635055541992,182.0666666666667,8.56322203026373,111.8,9.833333333333334,5.26055,3877.9,50.88722
37,Q2-2010,6.0,0.1919780219780219,91.8660278320312,90.317,-95679.33333333333,B,60.6635055541992,184.23333333333332,8.56322203026373,112.3,9.633333333333333,5.18685,4070.0,52.44725
38,Q3-2010,4.4,0.1888043478260869,91.8660278320312,90.49,-96725.33333333333,B,60.6635055541992,184.63333333333333,8.56322203026373,112.8,9.466666666666669,5.36073,4324.2,54.22872
39,Q4-2010,4.5,0.1895652173913043,91.8660278320312,91.07,-122986.66666666667,BBB,60.6635055541992,188.0,8.56322203026373,113.3,9.5,6.67234,4435.6,54.66484
40,Q1-2011,1.1,0.1545555555555555,91.4691925048828,91.835,-153485.66666666666,BBB,64.4549789428711,195.9,9.53892861749163,114.0,9.033333333333331,8.73142,4481.4,54.13887
41,Q2-2011,5.5,0.0946153846153846,91.4691925048828,92.738,-47036.0,BBB,64.4549789428711,203.7,9.53892861749163,114.7,9.066666666666666,10.40974,4690.6,52.2107
42,Q3-2011,2.3,0.0835869565217391,91.4691925048828,93.167,-108756.33333333333,BBB,64.4549789428711,203.83333333333331,9.53892861749163,115.1,9.0,10.63864,4912.1,54.08086
43,Q4-2011,5.1,0.0743478260869565,91.4691925048828,93.475,-107245.0,BBB,64.4549789428711,200.76666666666665,9.53892861749163,115.6,8.633333333333333,10.49977,5006.9,55.44222
44,Q1-2012,5.8,0.1041758241758241,90.5213241577148,94.094,-152413.66666666666,BBB,66.3507080078125,202.16666666666663,9.76391736911044,116.3,8.266666666666667,10.33742,5145.1,57.16106
45,Q2-2012,3.5,0.1523076923076923,90.5213241577148,94.321,-41753.333333333336,BBB,66.3507080078125,201.8,9.76391736911044,116.8,8.2,10.2418,5310.9,57.87396
46,Q3-2012,2.8,0.1443478260869565,90.5213241577148,94.595,-61652.333333333336,AA,66.3507080078125,202.4,9.76391736911044,117.3,8.033333333333333,10.08178,5476.1,58.94406
47,Q4-2012,2.5,0.161195652173913,90.5213241577148,95.126,-97766.0,BBB,66.3507080078125,202.26666666666665,9.76391736911044,117.8,7.8,10.14651,5573.8,60.34621
48,Q1-2013,5.7,0.1436666666666666,91.4691925048828,95.459,-102394.33333333333,BBB,66.8246459960938,203.6,10.4602254541478,118.4,7.733333333333333,10.78796,5725.0,60.75616
49,Q2-2013,1.9,0.1158241758241758,91.4691925048828,95.508,30219.333333333332,BBB,66.8246459960938,203.96666666666667,10.4602254541478,119.0,7.533333333333334,11.57652,5595.0,59.56774
50,Q3-2013,5.5,0.0852173913043478,91.4691925048828,95.901,-56796.0,BBB,66.8246459960938,204.16666666666663,10.4602254541478,119.5,7.233333333333333,12.22319,5652.8,58.41745
51,Q4-2013,5.7,0.0855434782608695,91.4691925048828,96.254,-57530.666666666664,BBB,66.8246459960938,201.9,10.4602254541478,120.1,6.933333333333334,12.84782,5792.6,59.01925
52,Q1-2014,0.1,0.0722222222222222,89.4230804443359,96.696,-80225.66666666667,BBB,65.7142868041992,205.5,10.8997481732594,120.5,6.666666666666667,15.20316,5948.3,59.88985
53,Q2-2014,7.7,0.0909890109890109,89.4230804443359,97.129,15800.333333333334,BBB,65.7142868041992,208.2,10.8997481732594,121.4,6.2,15.44595,6018.7,58.06202
54,Q3-2014,6.7,0.0891304347826087,89.4230804443359,97.394,-39165.0,BBB,65.7142868041992,207.13333333333333,10.8997481732594,122.2,6.066666666666666,15.54294,6069.2,58.0379
55,Q4-2014,2.4,0.1013043478260869,89.4230804443359,97.265,-58889.0,A,65.7142868041992,200.4333333333333,10.8997481732594,122.8,5.7,15.59506,6157.7,58.96915
56,Q1-2015,3.4,0.1128888888888888,88.5714263916016,96.829,-86755.01997678667,A,66.6666641235352,191.53333333333333,11.1828279598944,123.6,5.533333333333334,15.48701,6172.6,58.85229
57,Q2-2015,4.9,0.1256043956043956,88.5714263916016,97.312,42034.85467391667,A,66.6666641235352,193.03333333333333,11.1828279598944,123.8,5.433333333333334,15.30926,6163.1,58.07235
58,Q3-2015,2.7,0.1347826086956521,88.5714263916016,97.565,-40848.91831032666,A,66.6666641235352,191.63333333333333,11.1828279598944,124.6,5.1000000000000005,15.22746,6105.9,57.93999
59,Q4-2015,0.7,0.1610869565217391,88.5714263916016,97.49,-71842.98274912,A,66.6666641235352,185.5666666666667,11.1828279598944,125.3,5.033333333333333,15.24317,6146.2,60.81322
60,Q1-2016,2.0,0.3597802197802198,90.476188659668,97.538,-81831.14797675,A,59.0476188659668,182.0,10.8545149876524,126.0,4.9,15.19654,6284.4,61.87866
61,Q2-2016,4.1,0.3693406593406593,90.476188659668,98.157,20065.482144100002,A,59.0476188659668,185.36666666666667,10.8545149876524,126.7,4.933333333333334,15.06597,6279.1,61.30068
62,Q3-2016,3.9,0.394891304347826,90.476188659668,98.496,-62189.106709859996,A,59.0476188659668,187.0666666666667,10.8545149876524,127.4,4.9,14.97991,6155.9,61.98128
63,Q4-2016,4.2,0.4481521739130434,90.476188659668,98.947,-69452.85814632,A,59.0476188659668,187.0666666666667,10.8545149876524,128.1,4.766666666666667,14.89677,6006.3,62.71184
64,Q1-2017,4.1,0.698888888888889,91.9047622680664,99.524,-105673.20433350334,A,55.7142868041992,191.26666666666665,11.5038867327939,128.9,4.566666666666666,14.82945,6075.3,61.74921
65,Q2-2017,3.3,0.9473626373626376,91.9047622680664,99.724,1256.290737286666,A,55.7142868041992,193.13333333333333,11.5038867327939,129.7,4.366666666666667,14.73401,6151.9,61.22392
66,Q3-2017,5.3,1.1536956521739128,91.9047622680664,100.076,-47542.69048187334,A,55.7142868041992,194.03333333333333,11.5038867327939,130.6,4.333333333333333,14.56159,6301.9,61.99285
67,Q4-2017,7.2,1.2046739130434785,91.9047622680664,100.676,-74985.00509108666,A,55.7142868041992,195.7,11.5038867327939,131.4,4.166666666666667,14.26423,6211.3,61.6886
68,Q1-2018,5.9,1.4469999999999998,91.9047622680664,101.38,-124918.56717478666,A,58.9622650146484,198.83333333333331,9.92953894064227,132.4,4.033333333333333,13.91374,6223.4,63.96569
69,Q2-2018,5.1,1.736923076923077,91.9047622680664,101.912,-2466.4400539366616,A,58.9622650146484,202.5666666666667,9.92953894064227,133.3,3.9333333333333336,13.4734,6225.0,63.59534
70,Q3-2018,4.3,1.9261956521739128,91.9047622680664,102.254,-57298.915423646664,A,58.9622650146484,203.76666666666665,9.92953894064227,134.3,3.766666666666667,12.97127,6225.9,64.65731
71,Q4-2018,2.3,2.220108695652174,91.9047622680664,102.642,-106311.01952418666,AA,58.9622650146484,202.63333333333333,9.92953894064227,135.3,3.8333333333333335,12.404,6270.1,66.35046
72,Q1-2019,3.8,2.401777777777778,90.476188659668,102.851,-124079.71595657,AA,52.3584899902344,199.7,9.88582534562935,136.1,3.8666666666666663,12.01554,6474.0,66.45115
73,Q2-2019,5.5,2.397362637362637,90.476188659668,103.426,-18646.733630340008,AA,52.3584899902344,201.36666666666667,9.88582534562935,137.0,3.633333333333333,11.46271,6625.9,65.79326
74,Q3-2019,6.1,2.1921739130434785,90.476188659668,103.675,-79090.83221927,AA,52.3584899902344,199.4333333333333,9.88582534562935,138.0,3.6,11.21895,6923.5,67.66903
75,Q4-2019,4.0,1.6456521739130436,90.476188659668,104.083,-118859.47223565668,AA,52.3584899902344,198.86666666666667,9.88582534562935,138.9,3.6,12.02432,6844.2,67.66677
76,Q1-2020,-3.7,1.254945054945055,86.6666641235352,104.404,-129017.88620007667,AA,47.6415100097656,196.36666666666667,10.1963046449383,140.0,3.8333333333333335,16.38259,6949.5,66.30812
77,Q2-2020,-29.1,0.0587912087912088,86.6666641235352,103.988,-666915.36774368,AAA,47.6415100097656,188.4333333333333,10.1963046449383,140.7,13.0,23.15149,7052.1,81.86223
78,Q3-2020,40.0,0.0926086956521739,86.6666641235352,104.832,-129232.43330713,AAA,47.6415100097656,194.26666666666665,10.1963046449383,141.3,8.799999999999999,22.4721,7069.2,76.42999
79,Q4-2020,7.3,0.0888043478260869,86.6666641235352,105.34,-190966.3760472733,AA,47.6415100097656,198.4333333333333,10.1963046449383,142.5,6.766666666666667,23.23571,7070.7,76.75372
80,Q1-2021,11.1,0.0768888888888888,87.6190490722656,106.529,-377782.0168042633,A,46.698112487793,210.13333333333333,11.2588258410025,143.7,6.233333333333333,23.83992,7038.3,75.19643
81,Q2-2021,13.2,0.0682417582417582,87.6190490722656,108.188,-177231.02458538,A,46.698112487793,223.9,11.2588258410025,144.7,5.933333333333334,24.1533,7518.9,73.37328
82,Q3-2021,9.8,0.09,87.6190490722656,109.681,-178076.46440601666,A,46.698112487793,233.64766666666665,11.2588258410025,146.5,5.066666666666666,24.71199,7570.9,70.43644
83,Q4-2021,15.1,0.0794565217391304,87.6190490722656,111.491,-125897.84562681666,BBB,46.698112487793,241.6966666666667,11.2588258410025,148.1,4.2,24.78706,7740.4,70.5948
84,Q1-2022,7.3,0.1214444444444444,87.2641525268555,113.585,-96857.76015710668,BBB,46.2264137268066,253.0423333333333,12.0548329244866,150.1,3.8333333333333335,24.80604,7604.2,71.8594
85,Q2-2022,9.7,0.7668131868131868,87.2641525268555,115.672,51050.32879703999,BBB,46.2264137268066,272.9373333333333,12.0548329244866,152.1,3.633333333333333,24.09072,7416.9,70.40629
86,Q3-2022,7.4,2.182934782608696,87.2641525268555,117.014,-286773.8266539133,BBB,46.2264137268066,269.906,12.0548329244866,153.9,3.533333333333333,23.20753,7251.5,71.04214
87,Q4-2022,7.2,3.653369565217392,87.2641525268555,118.172,-140444.48451394998,BBB,46.2264137268066,262.03833333333336,12.0548329244866,155.6,3.5666666666666664,22.23615,7197.8,71.13901
88,Q1-2023,6.6,4.514555555555556,87.7358474731445,119.32,-226431.31050172998,BBB,47.3933639526367,258.6526666666667,10.2238066854639,157.4,3.533333333333333,21.03215,7471.4,71.46791
89,Q2-2023,4.3,4.988131868131869,87.7358474731445,120.182,-97311.95394909999,AAA,47.3933639526367,254.81266666666667,10.2238066854639,159.0,3.533333333333333,20.11552,7559.0,74.14416
90,Q3-2023,7.7,5.259239130434783,87.7358474731445,120.983,-100836.24184488335,AAA,47.3933639526367,256.8163333333334,10.2238066854639,160.6,3.6666666666666665,19.13765,7515.1,76.43604
91,Q4-2023,4.8,5.33,87.7358474731445,121.48,-169980.32277887,AAA,47.3933639526367,252.638,10.2238066854639,162.1,3.8,18.51413,7944.4,78.28896
